event_label,users,total_events,unique_events
Shinto Nishino. 2016. Japan Agency for Marine-Earth Science and Technology (JAMSTEC) 2013 CTD Data DBO3,1,1,1
10.18739/A2HP13,1,1,1
10.3334/CDIAC/otg.ndp054,1,1,1
pep,1,2,2
donald walker,1,1,1
EARTH SCIENCE > ATMOSPHERE > ATMOSPHERIC PRESSURE > GRAVITY WAVE,1,1,1
annual fossil-fuel,1,1,1
peirce,1,1,1
Polaris,1,1,1
2028 to 2018,1,1,1
continuity,1,1,1
lake N2,1,1,1
Creative Commons Attribution 4.0,1,2,1
arrigo,1,1,1
urn:uuid:02fb7537-e0af-4ea9-be82-5d1843b767d6,1,1,1
south east alaska,1,1,1
amsterdam,1,1,1
"Final project report, Dynamics and Consequences of Increasing Ice-wedge Degradation",1,1,1
benthic marcoinfaunal,1,1,1
"Global, Regional, and National Fossil Fuel CO2 Emissions",1,1,1
net ecosystem,1,2,1
year,1,1,1
10.5065/D64J0C8T,1,2,2
jardine,1,1,1
swl17,1,1,1
Siple,1,1,1
maier,1,1,1
DeGrandPre,1,1,1
solid earth,1,1,1
BARREN,1,1,1
doi:10.18739/A2X01X,1,1,1
Characteristics of the Summer Arctic Frontal Zone,1,1,1
Tweedie,1,2,2
Ice Nucleation by Marine Psychrophiles,1,2,1
snow class,1,1,1
snow temperature,1,1,1
EARTH SCIENCE > OCEANS > BATHYMETRY/SEAFLOOR TOPOGRAPHY > BATHYMETRY,1,1,1
Richard Kemnitz,1,1,1
2014 to 2002,1,1,1
2011 to 2013,1,1,1
smtmet.qc,1,1,1
report,1,1,1
soil AND carbon AND marsh,1,1,1
schimel ellker,1,1,1
doi:10.108739/a2bt1x,1,1,1
Swanson,1,3,2
Kenneth H. Dunton,1,1,1
urn:uuid:fc5e6588-4b00-4309-9201-7b5c520d10b7,1,2,2
principato,1,2,2
Francis,1,1,1
JOhnson,1,1,1
https://arcticdata.io/catalog/#view/urn:uuid:33f632c6-0ead-478c-bcff-dbec51678604,1,1,1
data centers,1,1,1
"Toolik Research Station, Alaska, USA",1,1,1
10.3334/CDIAC/00001_v2017,1,1,1
https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/453/20,1,2,2
Ice tethered Profiler,1,1,1
sir wilfrid laurier,1,1,1
DBO6,1,1,1
Mt Everest,1,1,1
GEOS,1,1,1
lake depth alaska,1,1,1
1995 to 1998,1,1,1
Climatic instability in interior Alaska from the isotopic record of Late Quaternary ground ice,1,1,1
Korab,1,1,1
global temperature,1,1,1
trail valley creek,1,1,1
total CO2 emissions,1,1,1
belowground,1,1,1
OBSERVATORY,1,1,1
ordinal,1,2,2
jpeg,1,1,1
spatial variation,1,1,1
global fossil fuel,1,1,1
doi:10.18739/A2CK4Z,1,1,1
Sea Level Pressure,1,1,1
mytilus,1,1,1
mycorhizzal,1,1,1
linnebreen,1,1,1
Santa Barbara CA,1,1,1
doi:10.18739/A2DZ9Z,1,1,1
brouard,1,1,1
10.3334/CDIAC/otg.ndp076,1,1,1
sensible heat,1,1,1
per capita fossil-fuel CO2,1,1,1
ana,1,1,1
firn,1,1,1
Junge,1,2,2
you-wei,1,1,1
!readPermission:public,1,1,1
1962 to 2018,1,1,1
sea ice microbiology,1,1,1
92.16,1,1,1
"Baker, I. Density and permeability measurements with depth for the NEEM 2009S2 firn core",1,1,1
arctic sea ice variability,1,1,1
1394918,1,2,1
CO2 Emissions,1,1,1
doi:10.18739/A23S1D,1,1,1
0000-0001-6684-3527,1,1,1
1882 to 2015,1,1,1
Sagwon,1,1,1
A2Z86W,1,1,1
2007 to 2009,1,1,1
"CANADA > YUKON TERRITORY, UNITED STATES OF AMERICA > ALASKA,",1,1,1
Rose Cory,1,4,2
2000,1,1,1
atlas seward,1,1,1
urn:uuid:c7f41c65-7f75-4e71-8f82-864ca7ba474a,1,1,1
northeastern,1,1,1
greenland ice cores,1,1,1
1967 arctic ice cores,1,1,1
1855 to 2016,1,2,2
Borehole,1,1,1
lab,1,1,1
doi:10.18739/A2TZ89,1,1,1
1949 to 2011,1,1,1
lanctot,1,1,1
Population,1,2,1
1750 emissions,1,1,1
M. S. Bret-Harte,1,1,1
healey,1,1,1
Andres,1,1,1
1974 to 2017,1,1,1
1547011,1,1,1
Barrow Atqasuk climate,1,1,1
1919 to 2017,1,1,1
Indonesia,1,1,1
"Carin Ashjian Annual Observations of the Biological and Physical Marine Environment in the Chukchi and Nearshore Beaufort Seas near Barrow, AK. Arctic Data Center.",1,1,1
Monthly Fossil-Fuel CO2 Emissions: Isomass of Emissions,1,1,1
1907 to 2018,1,1,1
Sanna Sevanto,1,1,1
Karin,1,1,1
sandercock,1,2,2
Cortes,1,1,1
seward peninsula sites cd,1,1,1
oeschel,1,1,1
"Name that compound: The numbers game for CFCs, HFCs, HCFCs, and Halons",1,1,1
image image image image Estimated Annual Net Change in Soil Carbon per US County,1,1,1
doi:10.18739/A2QV8B,1,1,1
summer sea ice,1,1,1
1911 to 2018,1,1,1
"Carin Ashjian, Robert Campbell, and Stephen Okkonen. 2016. Annual Observations of the Biological and Physical Marine Environment in the Chukchi and Nearshore Beaufort Seas near Barrow, AK: 2015 Niskin Bottle Data with Accompanying Hydrography. Arctic Data Center.",1,1,1
2006 to 2011,1,1,1
sustainable,1,1,1
10.3334/CDIAC/ffe.MonthlyMass.2011,1,1,1
the return of hadley,1,1,1
Carin Ashjian,1,1,1
1799 to 2017,1,1,1
Mercury,1,2,1
ludwif,1,1,1
"Core Atmospheric and Snow Measurements at Summit, Greenland Environmental Observatory",1,1,1
Brown University,1,3,3
urn:uuid:21d214d7-ce1b-469d-90bf-deda740b61aa,1,1,1
1800 to 2001,1,2,1
innovative network to improve,1,1,1
CDOM,1,3,1
Forest,1,2,2
FALSE,1,1,1
10.18739/A2NC5SC06,1,1,1
2013 to 2012,1,1,1
water access,1,1,1
Oceanus,1,1,1
2008A,1,3,3
1949 to 1998,1,4,2
laiho,1,1,1
1997 to 2001,1,1,1
green,1,1,1
Global Carbon Project: the Global Carbon Budget 2015,1,1,1
permafrost coverage,1,1,1
Permafrost,1,1,1
Spitzbergen,1,1,1
Kyoto,1,1,1
10.18739/A22Z8G,1,1,1
2025 to 2018,1,1,1
Karen Frey,1,1,1
lynx,1,1,1
urn:uuid:0bcf63bf-a0a3-4e68-9b29-f6448dc37ae2,1,1,1
us county data,1,1,1
stroeve,1,1,1
plastic cup,1,1,1
urn:uuid:408ba2b1-a6af-48e6-9ecc-99335a7f414f,1,1,1
Martin Truffer,1,1,1
child,1,1,1
Summit cloud,1,1,1
VPD,1,2,2
1901 to 2018,1,1,1
LAI,1,1,1
communicating data recession,1,1,1
Isachsen,1,1,1
urn:uuid:696ee5a6-e7e7-451e-8240-6e19677110bc,1,1,1
4,1,1,1
Bales,1,1,1
cable romanovsky,1,1,1
Observational,1,1,1
<tbartholomaus@uidaho.edu>,1,1,1
14C record,1,1,1
DeGerandpre,1,1,1
Omolon river mouth,1,1,1
doi:10.18739/A2RJ6S,1,1,1
root production,1,1,1
root dynamics,1,2,2
Kite,1,1,1
carbon diox,1,1,1
NOAA CMDL Carbon Cycle Cooperative Global Air,1,2,1
hawaii,1,1,1
"Late spring nitrate distributions beneath the ice-covered northeastern Chukchi Shelf, Chukchi Sea Arctic, 2014",1,1,1
"carbo, flux",1,1,1
deb,1,1,1
carbon OR flux,1,1,1
gradient,1,1,1
doi 10.3334/CDIAC/tcm.009,1,1,1
paul morin,1,1,1
dms,1,2,2
NAGAP_79V5_091,1,1,1
"methane,flux",1,1,1
MET,1,1,1
tasmania,1,1,1
Ueyama,1,1,1
2013 to 2021,1,2,1
sea ice index,1,1,1
Waldrop,1,1,1
water quality,1,1,1
Okkonen,1,1,1
meta data,1,1,1
atmospheric CO2 concentrations,1,1,1
Indigenous knowledge,1,1,1
Daily Temperature and Precipitation Data,1,1,1
rastetter,1,2,2
urn:uuid:07867fea-9d1a-4835-9342-4fbef498341d,1,1,1
Shupe Precipitation,1,1,1
layer-mean ozone,1,1,1
camp century,1,2,1
sheba,1,1,1
EARTH SCIENCE > OCEANS > OCEAN ACOUSTICS > AMBIENT NOISE,1,1,1
Ward,1,1,1
A23B5W748,1,1,1
Pemafrost,1,1,1
walker,1,1,1
Kite Aerial Photography (KAP) MISP grid Barrow,1,1,1
"Boden, T.A., G. Marland, and R.J. Andres",1,1,1
autogen.201,1,1,1
1937,1,1,1
Sergio,1,1,1
10.3334/CDIAC/ffe.db1013.2017,1,1,1
carBON flux,1,1,1
Southern Africa,1,1,1
environmental data center,1,1,1
2001 to 2009,1,1,1
Karen,1,1,1
CSIRO GASLAB FLASK,1,1,1
waletr anthony,1,1,1
sio,1,1,1
909499,1,1,1
soil water content,1,1,1
Selawik,1,1,1
Rice,1,3,1
doi:10.18739/A2SV8Z,1,1,1
cdiac:United_Nations_Population_Statistics_DB,1,2,2
1891 to 2016,1,6,2
allometry,1,3,1
10.5065/D6WS8RBJ,1,4,2
AON,1,1,1
deepwell,1,1,1
10.3334/CDIAC/LUE.NDP046,1,1,1
takahashi,1,1,1
doi:10.18739/A2WP51,1,1,1
Record temperature,1,1,1
rRNA,1,1,1
chordata,1,1,1
eisner,1,2,2
noone summit,1,1,1
10.5065/D6319T0J,1,2,2
2001 to 2001,1,1,1
aviation,1,1,1
water year,1,1,1
10.3334/CDIAC/ffe.AnnualUncertainty.2016,1,1,1
graham,1,1,1
doi:10.5065/D6B27SD8,1,1,1
Kolyma,1,1,1
WARM buoy,1,1,1
soviet untion,1,1,1
passow,1,1,1
Zones of arctic marine activity,1,1,1
France,1,1,1
o-buoy 14,1,1,1
"ArcticRIMS: NCEP Reanalysis ShortWaveDown Radiation, Aggregated by Administrative Regions",1,1,1
anahita,1,1,1
Chaetoceros,1,1,1
bolton,1,1,1
seagrass,1,2,2
small canadian arctic river,1,1,1
deGranpre,1,2,2
Cassandra M. Gamm,1,1,1
webpage,1,1,1
underwater,1,1,1
carbon dioxide temperature,1,1,1
kyle monper,1,1,1
eddy covariance tower,1,1,1
1504312,1,1,1
law dome,1,1,1
nichols,1,1,1
2008 to 2008,1,1,1
Heavy metals,1,1,1
biology,1,1,1
bhaatt,1,1,1
Rebecca Woodgate,1,1,1
32H1hly0403_ct1.zip,1,1,1
"Ultra-High Resolution Laser Ablation Inductively Coupled Plasma Mass Spectrometry (LA-ICP-MS) measurements of Younger Dryas onset in the Greenland Ice Sheet Project 2 (GISP2) ice core, Greenland",1,1,1
Walden,1,2,1
resin strip,1,2,2
LAND,1,1,1
fishing policy,1,1,1
Beard,1,1,1
toward a,1,1,1
aromatic,1,1,1
Kathleen M. Stafford,1,1,1
tremblay,1,2,2
"CANADA, ARCTIC OCEAN, NORTH AMERICA > GREENLAND,",1,1,1
ursidae,1,1,1
"CTD, Laurier, DBO",1,1,1
7bdab6cc-8dc1-4c49-a80b-ca771c18eaa9,1,1,1
noone cox,1,1,1
doi:10.18739/A2X95J,1,1,1
harning,1,1,1
Susan Patla,1,1,1
Aulavik,1,1,1
mussel,1,2,2
10.18739/A2F867,1,1,1
Stephen Okkonen,1,1,1
mmp,1,1,1
1927 to 2018,1,1,1
risk,1,2,1
Baker,1,1,1
intensity,1,1,1
boundaries,1,1,1
2030 to 2018,1,1,1
hyrolaccolith,1,1,1
doi:10.18739/A2ZW97,1,1,1
ursus maritimus,1,2,1
AES,1,1,1
coastal marsh carbon sequestration,1,1,1
hly0402,1,1,1
eclipse,1,1,1
1938 to 2018,1,1,1
mixing ratios atmospheric trace gas,1,1,1
ringed seal,1,1,1
turkey,1,1,1
Lubinski,1,1,1
Deegan,1,2,1
rebecca woodgate,1,1,1
atmospheric trace gases,1,1,1
nicholas mckay,1,8,3
D. W. R. Wallace,1,1,1
#NAME?,1,1,1
Atm_CO2_in_SIO_air_Samp_Net,1,1,1
SIO Air Sampling Network,1,1,1
carbon project,1,1,1
hu,1,1,1
stream discharge,1,1,1
glueder,1,1,1
TRUFFER,1,1,1
xls,1,1,1
https://pasta.lternet.edu/package/metadata/eml/knb-lter-bnz/559/4,1,1,1
lidar,1,1,1
urn:uuid:aa80a1a5-b1bc-4788-9ca6-76c77247593b,1,1,1
doi:10.3334/CDIAC/CLI.NDP025,1,1,1
Arctic vegetation productivity,1,1,1
"Coterminous USA, Canada",1,1,1
parasite,1,1,1
cadis,1,1,1
leah mcraven,1,1,1
sea level rise USA,1,1,1
EARTH SCIENCE > BIOSPHERE > AQUATIC ECOSYSTEMS > MARINE HABITAT,1,1,1
permafrost extent,1,1,1
economy,1,2,1
black rapids glacier,1,1,1
0000-0002-3479-801X,1,1,1
atmosphere,1,1,1
DMS,1,1,1
tamara,1,1,1
doi:10.18739/A20C33,1,1,1
doi:10.18739/A2D34F,1,1,1
icepic,1,1,1
Carbon Dioxide Information,1,1,1
Ecology,1,1,1
alynne bayard,1,1,1
ice algae,1,2,2
Annual Global Fossil-Fuel Carbon Emissions,1,1,1
Downscaled climate data for Alaska (2010-2099),1,1,1
doi10.3334/CDIAC/00001_V2015),1,1,1
urn:uuid:e38fd7f6-3c00-4e4a-87bf-da09d85c90b0,1,3,2
RADARSAT SAR Images of SHEBA,1,1,1
icebridge,1,1,1
irradiance,1,1,1
"Goldman, Amy",1,1,1
1963 to 2005,1,2,1
"Publications and presentations, Dynamics and Consequences of Increasing Ice-wedge Degradation",1,1,1
austen post,1,1,1
viper,1,1,1
to 2017,1,1,1
thule_ecosystem,1,1,1
10.5065/D64J0C7C,1,2,2
Atmospheric CO2 Concentration,1,1,1
enhanced vegetation,1,1,1
•Fossil-Fuel CO2 Emissions,1,1,1
extreme,1,1,1
media,1,2,1
Tempereature,1,1,1
ave,1,1,1
gross primary production,1,1,1
carbon balance,1,1,1
doi:10.3334/CDIAC/CLI.NDP026C,1,1,1
Cai,1,1,1
14co2,1,1,1
doi:10.18739/A2Z86W,1,1,1
Yukon-Kuskokwim Delta,1,1,1
loggrt,1,1,1
1303879,1,1,1
summit radiation,1,1,1
"Vostok, Antarctica",1,1,1
larry mayer,1,1,1
liljed,1,1,1
botanical,1,1,1
firn temperature,1,1,1
Fuel cells,1,1,1
osti:1394918,1,1,1
Hg,1,1,1
LUE.NDP055.2007,1,1,1
fuel type,1,1,1
FGDC,1,1,1
10.18739/a2nc5sc06,1,1,1
doi:10.18739/A2W266,1,1,1
cetacea,1,1,1
chl-a,1,1,1
moorestown,1,1,1
thalassiosira,1,1,1
agassiz,1,1,1
increases in nitrogen uptake rather than nitrogen-use efficiency,1,1,1
soil depth,1,1,1
resource_map_urn:uuid:56c6b20f-3392-4853-a574-afdd4506a6bb,1,1,1
Phase 1 Free Air CO2 Enrichment Model-Data Synthesis: Meteorological Data and Protocols,1,1,1
temparaure,1,1,1
shepson,1,1,1
urn:uuid:4852b15a-9c05-480b-b91d-fa34a59ce073,1,1,1
DISPER80,1,1,1
urn:uuid:d965508c-1e9c-4a07-ae31-d8d29016be52,1,1,1
ndp,1,2,2
Arctic Dipole,1,1,1
Kanger Soil 14C,1,1,1
urn:uuid:f2b04cdc-2f0c-41f5-a523-9ab4207bcf06,1,1,1
sonar depth,1,1,1
AC00513,1,1,1
fluppy,1,1,1
2072 to 2018,1,1,1
2009D,1,1,1
strawhacker,1,1,1
70N,1,3,2
permafrost co2 flux,1,1,1
1841 to 2019,1,2,2
In Situ Measurements at Baring Head,1,1,1
Plot images,1,1,1
leaf growth,1,1,1
parsekian,1,1,1
Kimball,1,1,1
Kemnitz,1,2,2
january,1,3,3
petermann,1,1,1
Kaplan,1,1,1
atg.027,1,1,1
1022710,1,1,1
doi:10.18739/A28Z7Z,1,2,2
"carbon, flux",1,1,1
metaproteome,1,1,1
SWL2000,1,1,1
michael willis,1,2,1
avhrr,1,2,1
community,1,1,1
Taylor,1,1,1
oran young,1,1,1
P. M. Alexander,1,1,1
shewanella,1,1,1
239Pu,1,1,1
Uncertainty,1,1,1
1975 to 2016,1,1,1
jensen,1,1,1
enumerated,1,1,1
CARBon FluX,1,1,1
well locations,1,1,1
lauren andrews,1,1,1
flow,1,2,1
dust,1,1,1
february,1,2,2
Vietnam,1,1,1
chuckchi sea,1,1,1
Transportation,1,1,1
spain,1,1,1
0 to 2018,1,1,1
shortwave radiation,1,1,1
tto,1,2,2
Martin,1,1,1
McConnel,1,1,1
kuparuk,1,1,1
jeffrey welker,1,2,1
Atmospheric CO2 records from individual flask,1,1,1
1953 to 2017,1,2,2
Atmospheric CO Concentrations from the CSIRO GASLAB Flask Sampling Network,1,1,1
Helmig,1,1,1
Density,1,1,1
ndp026,1,1,1
1751-2014,1,1,1
Panama ENSO,1,2,1
snow cover,1,1,1
Schnabel,1,2,1
Modern Records of Carbon and Oxygen Isotopes in Atmospheric Carbon Dioxide and Carbon-13 in Methane,1,1,1
dataloggeer,1,1,1
oak ridge,1,1,1
main geophysical observatory,1,1,1
doi:10.18739/A2858D,1,1,1
shifts in arctic vegetation,1,1,1
"Schauinsland, Germany",1,2,2
1107801,1,1,1
North-East Greenland,1,1,1
10.18739/A2TK3M,1,1,1
gisp,1,1,1
6ed8a311-6aaf-4944-90c7-104337ee77e3,1,2,2
numHeaderLines,1,1,1
2050 to 2018,1,1,1
stoichopmetry,1,1,1
1996 to 2018,1,1,1
ffe.007,1,1,1
tree growth,1,1,1
1994 to 1998,1,1,1
scenario,1,1,1
"Stanton, Timothy",1,2,1
National Cement Production Estimates,1,1,1
1949 to 2013,1,1,1
summit surface,1,1,1
Cottier,1,1,1
http://orcid.org/0000-0002-4552-4313,1,1,1
spine,1,1,1
albert,1,1,1
10.3334/CDIAC/otg.ndp044,1,1,1
temperature deviations,1,1,1
10.3334/CDIAC/GCP_2014,1,1,1
Sustaining and Amplifying the ITEX AON Through Automation,1,1,1
Cassandra,1,1,1
Kaufman,1,1,1
https://pasta.lternet.edu/package/data/eml/knb-lter-arc/10531/6/4a8d9b5e6280c09eb66c2a8d7c0d606e,1,1,1
urn:uuid:1f950959-bf43-4309-88a5-c9b82331482f,1,1,1
2005 to 2007,1,1,1
1503910,1,1,1
doi:10.5065/D6J1017S,1,1,1
DBO5,1,1,1
climate change and snow melt,1,1,1
County-level Estimates for Carbon Distribution,1,1,1
10.3334/CDIAC/otg.ndp027,1,1,1
may jeremy,1,1,1
1950 to 2019,1,1,1
CIDAC,1,1,1
Eugenie Euskirchen,1,1,1
nitrates,1,2,1
humphrey,1,1,1
10.18739/A2DZ9Z,1,1,1
23,1,1,1
wattsPerSquareMeterPerSecond,1,1,1
Poliakov,1,1,1
Jeff M. Welker,1,1,1
terry chapin,1,1,1
ebert,1,1,1
Ice Physics,1,1,1
Greenland cloud,1,1,1
sheng,1,1,1
dendro,1,1,1
laboratory,1,2,2
urn:uuid:ba022829-3b57-4f45-9c3a-3fef2d3715f7,1,1,1
42.5W,1,1,1
1999 to 2009,1,1,1
Eight Mile Lake,1,1,1
10.18739/A2ZK3V,1,1,1
brinkman,1,2,1
1995 to 2018,1,1,1
"Global, Regional, and National Fossil-Fuel CO2 Emissions (1751 - 2010) (V. 2013)",1,1,1
whitenack,1,1,1
https://www.google.com/search?client=safari&rls=en&q=indigenous&ie=UTF-8&oe=UTF-8,1,1,1
BCO-DMO,1,2,2
eecra,1,1,1
Itkillik River data,1,1,1
1935 to 2018,1,1,1
2038 to 2018,1,1,1
Vizthum,1,2,2
earthscope,1,2,2
amplification,1,1,1
sea ice observations,1,1,1
tetsu,1,1,1
algae bloom,1,1,1
flux tower,1,1,1
mar v3.5.2,1,1,1
CEDIAC-74,1,1,1
Loranty,1,1,1
10.3334/CDIAC/CLI.NDP026B,1,1,1
eudicot,1,1,1
1980 to 2017,1,1,1
res,1,1,1
ATMOSPHERIC CO2,1,1,1
teachers,1,1,1
2054 to 2018,1,1,1
bodes,1,1,1
dead horse,1,2,1
ASL,1,1,1
The CSIRO (Australia) Monitoring,1,1,1
doi:10.18739/A23N8P,1,1,1
doi:10.5065/D6WH2N4K,1,1,1
investment,1,1,1
air quality,1,1,1
terrestrial sink,1,1,1
Dickman,1,1,1
WaSiM,1,1,1
yensei,1,1,1
Changes in Arctic Sea Ice and their Impact on Timing of Life History and Production of Zooplankton,1,1,1
EARTH SCIENCE > CLIMATE INDICATORS > ATMOSPHERIC/OCEAN INDICATORS > TELECONNECTIONS > ARCTIC OSCILLATION,1,1,1
2000 to 2034,1,1,1
Potential for Carbon Sequestration in European Soils,1,1,1
Reusch,1,1,1
pendleton,1,1,1
anhita,1,1,1
Shipping,1,1,1
#NAME?,1,3,2
DEM,1,2,2
1751,1,1,1
salt marsh,1,2,2
Annual Fossil-Fuel CO2 Emissions: Isomass of Emissions,1,1,1
islas,1,1,1
1949 to 1999,1,1,1
"A synthesis dataset of near-surface permafrost conditions for Alaska, 1997-2016",1,1,1
"U.S. HISTORICAL CLIMATOLOGY NETWORK (USHCN): Daily Temperature\, Precipitation\, and Snow Data",1,1,1
cruise,1,1,1
-42.5,1,1,1
Modelling Results Relating Future Atmospheric,1,1,1
public policy,1,1,1
darby,1,1,1
price of water,1,1,1
Cahill,1,1,1
solomon island,1,1,1
KITE,1,1,1
periphyton,1,1,1
Santosh,1,1,1
1981 to 1981,1,1,1
kerby,1,1,1
doi:10.18739/A2FS04,1,1,1
19,1,3,1
Churapcha,1,1,1
thermohaline,1,1,1
monthly precipitation,1,1,1
tif,1,2,1
lorna,1,1,1
kemnitz,1,1,1
Singapore,1,1,1
TRENDS,1,1,1
1980 to 1993,1,1,1
skidmore,1,3,2
Random,1,2,1
chla,1,1,1
Pacific Arctic Sea-Ice Observations from U.S. Federal Logbooks (1900-1938,1,1,1
treasure,1,1,1
licor,1,1,1
synoptic,1,1,1
2003 to 2012,1,1,1
Larry Mayer,1,1,1
INDICA,1,1,1
Saito,1,1,1
APP 2010-112,1,2,2
CO@,1,1,1
summit shupe,1,1,1
14489.1,1,1,1
Pu-239 in Arctic,1,1,1
Measurement of Air Pollution from Satellites,1,1,1
Historical Isotopic Temperature Record,1,1,1
wickland,1,1,1
1922 to 2018,1,1,1
education,1,1,1
2011A,1,3,3
1963 to 1985,1,1,1
2242 to 2018,1,1,1
woody biomass carbon stocks,1,1,1
coopman quentin,1,1,1
soil core,1,2,2
radio,1,1,1
"The communities of Arctic Bay, Pond Inlet, Broughton Island, Pangnurtang, Repulse Bay in Nunavut, Canada and Uummannaq, Qaanaaq, Hunde Ejland, Disko Island, Saqqaq in Greenland.",1,1,1
Dobosy,1,1,1
HerdSpatialDistribution,1,1,1
Fyodorov,1,1,1
1980 to 1997,1,1,1
mangrove Florida,1,1,1
additional information,1,1,1
benthic macroinfaunal,1,1,1
Feder,1,3,1
master chronologies,1,1,1
Julie Parno,1,3,1
DBO group,1,1,1
Mean soil temperature,1,1,1
Isomass of Emissions,1,1,1
smith Lake,1,1,1
Archaeological Investigation of Erosion,1,1,1
fortin,1,1,1
ca_6719max.txt,1,1,1
Nunn,1,2,2
Tellinidae,1,1,1
knb-lter-bnz.573.7,1,1,1
1023462,1,1,1
Philip Higuera,1,2,2
miles,1,2,2
Toolik Field Station,1,1,1
ice observations,1,2,2
A Private Dataset,1,5,1
mauna loa co2,1,1,1
Bonanza Creek and soil temperature,1,1,1
jackie moore,1,1,1
Media coverage,1,1,1
cdiac:,1,1,1
clein,1,1,1
atmospher,1,1,1
urn:uuid:9434b841-6cee-406c-b525-c4a9c51348a2,1,1,1
diatoms,1,1,1
global historical,1,1,1
Younger dryas,1,1,1
doi.org/10.5065/D6P26W70,1,1,1
EARTH SCIENCE > CRYOSPHERE > FROZEN GROUND > ACTIVE LAYER,1,1,1
nunn,1,1,1
10.3334/CDIAC/otg.ndp075,1,1,1
urn:uuid:49f3b070-5c7f-498b-a5e7-943a3b6099aa,1,1,1
urn:uuid:799b7a86-cb1c-497c-a05a-d73492915cad,1,1,1
copepad,1,1,1
micromet,1,1,1
chile,1,1,1
Mojave,1,1,1
New mexico,1,1,1
Emissions by Nation,1,1,1
coastal hazard data base,1,1,1
Andrews,1,1,1
Greenhouse gas emission,1,1,1
NDP-017b,1,3,2
distribution of permafrost,1,1,1
gnet,1,2,2
glacial lake,1,1,1
damage,1,1,1
latest forecasts for CO2,1,1,1
Atmospheric Carbon Monoxide Mixing Ratios,1,1,1
2000 to 1975,1,1,1
strom,1,1,1
1602615,1,1,1
1949 to 2006,1,1,1
craig Lee,1,1,1
EARTH SCIENCE > CRYOSPHERE > SNOW/ICE > SNOW COVER,1,1,1
EARTH SCIENCE > OCEANS > OCEAN CHEMISTRY > NUTRIENTS,1,1,1
CO2 emissions from energy consumption,1,1,1
doi:10.18739/A25395,1,1,1
knorr,1,1,1
sarcoptic mange,1,1,1
monthly CO2,1,1,1
End-of-winter snow water equivalent in Jarvis Creek watershed,1,2,2
time lapse,1,1,1
"Ground ice data, Creamer's Field",1,1,1
ogunr,1,1,1
cherskiy,1,1,1
Betula nana,1,1,1
hly1302,1,1,1
termites,1,1,1
urn:uuid:1e551dfb-c2b6-402b-8268-ffc07ac1e4a2,1,6,2
Demographic,1,1,1
caribuo,1,1,1
1989 to 2016,1,1,1
franklin bluffs,1,1,1
Pisarev,1,1,1
header,1,1,1
IGOR,1,1,1
"Kite Aerial Photography (KAP) MISP grid Barrow and Atqasuk, Alaska 2016 – 2017",1,1,1
ports,1,1,1
1023272,1,1,1
Asjian,1,1,1
kupurak,1,1,1
ArcticRIMS,1,1,1
"In Situ Measurements at Mt. Cimone, Italy",1,1,1
lab study,1,1,1
suzanne,1,1,1
"Atmospheric CO2 Record from In Situ Measurements at Mt. Cimone, Italy",1,1,1
climatologyMeteorologyAtmosphere,1,1,1
Saxifraga foliosa,1,1,1
vegetatio,1,1,1
2026 to 2018,1,1,1
Sizonet,1,1,1
Chukchi Sea and southern Beaufort Gyre,1,1,1
ess-dive-b2ac02333829942-20180313T143922264510,1,1,1
urn:uuid:8a47d868-ec57-465f-b5b5-c96389aa24df,1,1,1
johnston,1,1,1
1018739/A2786C,1,1,1
1980 to 1992,1,1,1
1018739a2hc5h,1,1,1
"Global, Regional, and National Fossil-Fuel CO2 Emissions (1751 - 2014) (V. 2017)",1,1,1
doi:10.18739/A26P66,1,1,1
april,1,2,2
1956 to 2017,1,1,1
increase,1,1,1
NSF OPP 0335941,1,1,1
tang,1,1,1
alan c haynie,1,1,1
1921 to 2018,1,1,1
france emissions,1,1,1
coastal frontiers,1,2,1
MAR tedesco,1,1,1
pennsylvania,1,1,1
State of Georgia,1,1,1
Dr. Matt Nolan,1,1,1
GIS,1,1,1
schweiger,1,1,1
ground squirrels,1,1,1
chamber,1,1,1
Eric Saltzman,1,1,1
breeding bird counts,1,1,1
water table depth,1,1,1
1800 to 2019,1,1,1
Phase 2,1,1,1
falling global carbon intensity of total world primary energy,1,1,1
pickard,1,1,1
Lee,1,1,1
Zimov,1,1,1
1949 to 2004,1,1,1
Differential response of carbon fluxes to climate in three peatland ecosystems that vary in the presence and stability of permafrost,1,2,1
bendixen,1,2,2
1959 to 2017,1,1,1
Arctic Glacial Lake,1,1,1
vostek,1,1,1
doi:10.3334/CDIAC/CLI.NDP020,1,1,1
ernakovich,1,1,1
2008E,1,2,2
CATS2003,1,1,1
1980 to 1982,1,1,1
alberta,1,1,1
logger,1,1,1
"Tropical Africa: Land Use, Biomass, and Carbon Estimates for 1980",1,1,1
carBON,1,1,1
annual country emissions,1,1,1
UpTempO buoys,1,1,1
barker,1,1,1
agriculture,1,1,1
cluett,1,1,1
BGOS,1,1,1
Carbon flux,1,1,1
uganda,1,1,1
CATS2007,1,1,1
Oklahoma,1,1,1
Soil AND carbon,1,1,1
David Beilman,1,1,1
piomas,1,1,1
1997 to 1997,1,1,1
pH,1,1,1
lca,1,1,1
McCall,1,1,1
James A. Fall. 2016. 2008,1,1,1
db06,1,1,1
532611,1,1,1
